observation_id;latitude;longitude;species_id;subset
21176797;32.760384;-116.99622;337;train
20053484;38.645775;-77.24019;570;train
20210865;29.459103;-98.45756;3034;train
20026889;39.192837;-96.58036;5228;train
10490286;48.9180603027344;2.27738332748413;125;train
22060873;44.47821;-73.19319;5273;train
20059037;40.058758;-75.212204;739;train
21878598;44.16992;-94.11578;5461;train
10504634;47.337131500244105;5.04597663879395;185;train
20909882;41.112347;-73.33801;1916;train
20632248;30.422691;-91.17742;5053;train
20092772;33.8118;-117.919136;2902;train
20025124;29.503805;-95.50356;5168;train
20812559;39.347816;-82.03457;1863;train
21736912;33.622776;-86.67695;5332;train
22009097;25.93004;-80.177895;5200;train
20073315;44.914013;-71.87885;2196;train
21934302;32.41857;-106.61031;4918;train
21666832;34.10669;-116.48547;4918;train
21883621;41.258404;-75.32082;5045;train
20068837;42.34754;-88.190445;3495;train
20340523;32.31969;-106.728165;4918;train
20312690;33.633736;-112.02702;5192;train
21342444;38.540836;-121.75567;5207;train
21943028;32.55961;-95.88179;5207;train
20944524;32.430977;-90.15469;1041;train
20572186;39.20128;-76.88746;5504;train
21894886;34.620556;-98.41785;2821;train
21097149;32.849575;-96.87861;5421;train
20851007;30.712807;-97.731186;979;train
20896918;36.985584;-86.45626;3072;train
20515190;36.47941;-94.361465;396;train
21582647;40.712746;-73.42052;418;train
21572903;30.509108;-97.8424;3072;train
10408201;47.672603607177706;-0.2381529659032819;418;train
21391998;31.832518;-105.95434;4918;train
10003099;50.6418952941895;3.0535409450531;129;train
20079765;39.908787;-75.083244;4999;train
20681254;30.453938;-84.28392;5030;train
21621843;35.762054;-83.27091;1863;train
21172253;42.488735;-71.282524;2200;train
20475830;37.77163;-122.467705;5068;train
20624154;39.76237;-85.91465;5247;train
20281515;41.98082;-87.70767;2971;train
20874486;45.47266;-122.653404;653;train
21513813;43.310246;-73.152084;2196;train
20034063;34.7179;-83.725845;2950;train
20616562;40.790916;-73.959465;5045;train
10821042;43.4822807312012;2.13383555412292;816;train
20302174;41.13495;-81.39528;2992;train
21459724;39.469494;-87.403595;246;train
20582965;43.52468;-73.73835;1075;train
21833834;32.784847;-96.98182;115;train
21592525;42.718548;-73.864494;5045;train
21339372;42.672787;-73.67329;5273;train
20487990;41.03688;-80.63625;223;train
21281790;33.821857;-117.88212;3072;train
20478131;37.616383;-122.49453;5;train
10434739;48.932777404785206;2.47372937202454;739;train
20878394;37.509632;-121.82879;4940;train
21726499;40.87373;-74.01107;523;train
21706962;40.743263;-111.8722;3495;train
10375529;47.4753646850586;1.1788637638092;325;train
10702556;46.550666809082;0.367823034524918;5;train
21975435;42.436695;-71.0802;5143;train
20246154;38.572224;-121.74993;5461;train
21909642;47.38598;-101.63828;5461;train
21842862;33.67178;-84.11811;389;train
20166460;26.428326;-82.081276;3072;train
21865568;33.537724;-111.6724;440;train
20309564;26.204237;-98.21982;2902;train
20239932;25.382914;-80.60667;5359;train
20623594;37.80147;-122.45379;131;train
20249827;30.156733;-97.829346;5270;train
21614654;44.318733;-120.66759;5025;train
21706914;39.469875;-87.400154;2971;train
20770622;35.906982;-78.52447;4936;train
10799351;48.693977355957;2.4058403968811004;523;train
21427393;39.809803;-82.97206;389;train
10655567;47.2529106140137;-1.63973689079285;337;train
20802681;38.93763;-77.266914;389;train
21134283;41.882587;-69.99453;5045;train
10062344;43.115940093994105;6.04366111755371;1155;train
20681279;41.654247;-73.48179;396;train
10369281;45.8778610229492;5.492304801940921;224;train
20773237;40.321896;-80.10594;2225;train
10561117;47.522575378418;6.809109687805179;440;train
10746785;45.2392730712891;0.371275991201401;570;train
10000301;41.76072311401371;9.07514476776123;246;train
21697481;35.64822;-82.491325;653;train
20728565;44.055504;-72.83048;739;train
21828405;33.167213;-117.05182;4940;train
20237859;28.060192;-82.41574;5053;train
21346655;44.97549;-93.32102;5143;train
21996365;36.226448;-76.6338;325;train
20213114;33.82578;-118.34265;5461;train
10516785;44.4609489440918;2.2985167503356903;115;train
20960862;37.805218;-122.45344;5;train
20630936;33.34704;-81.85987;546;train
10546781;43.5477638244629;6.572138786315921;440;train
21445908;44.082508;-92.52785;2992;train
21254623;38.9206;-76.523674;5053;train
21292288;33.805912;-118.08543;5045;train
20912982;34.119747;-117.61432;2821;train
21465055;34.44774;-93.193565;5228;train
21330341;38.601624;-121.32037;88;train
21512808;35.906563;-78.513275;224;train
20167649;40.826244;-81.09442;1452;train
20271650;40.778786;-73.97119;5057;train
10050490;45.61799621582029;6.768915176391599;440;train
20321820;44.71403;-118.144;4991;train
20837479;35.17677;-85.12005;1452;train
10249401;49.5141677856445;5.74333333969116;1042;train
10302565;47.4995613098145;1.4588383436203;523;train
20820472;40.467422;-74.57383;720;train
21300463;29.613976;-94.53858;340;train
20586129;43.79619;-72.245094;2200;train
20814667;33.062878;-96.98927;5045;train
10178287;43.760139465332;0.303279995918274;115;train
21021073;39.689064;-84.03213;816;train
21008208;34.203335;-118.44597;2821;train
21392909;41.492695;-72.68073;2524;train
20641275;36.76591;-89.11087;5053;train
21551227;36.832367;-88.08161;129;train
20162353;32.210182;-80.68199;5168;train
10171565;44.9361572265625;4.09002494812012;1047;train
10080777;44.742637634277294;1.2532366514205902;389;train
20826782;38.5321;-121.75772;5207;train
20430432;33.458645;-105.65639;4991;train
21693865;35.23773;-80.51429;337;train
22012066;30.27602;-97.62941;5359;train
10629124;46.3360366821289;2.58954811096191;546;train
21555274;32.98794;-97.11638;33;train
21364177;40.7702;-73.947525;139;train
20496179;39.696247;-76.26434;2992;train
20378070;40.870056;-73.80432;720;train
20536508;32.964195;-105.75395;4991;train
21996277;39.601288;-105.09494;2902;train
10566963;46.5652275085449;0.310143321752548;389;train
10041521;43.5171928405762;5.472607612609861;979;train
21406953;42.47678;-72.34807;1075;train
21177397;47.12108;-88.58566;5273;train
10218325;48.86571884155271;2.39838004112244;816;train
20344162;40.793785;-72.88078;2992;train
20409130;30.41708;-98.02847;5068;train
20577384;33.37239;-111.81241;5086;train
21095256;38.07218;-122.18762;3072;train
22051278;39.137363;-76.75028;5247;train
21234010;43.55945;-76.18894;5359;train
20247146;30.366821;-83.24887;325;train
22004451;39.508938;-85.78834;5273;train
10689632;43.442501068115206;3.75333333015442;692;train
10601008;48.6346130371094;2.2870104312896697;125;train
21552578;38.104404;-85.8353;1916;train
10689143;42.585075378418;9.44928169250488;83;train
20373310;29.491947;-98.44341;653;train
20078008;29.63707;-95.65787;5359;train
20595636;33.126553;-96.87821;4936;train
10417970;50.1035232543945;1.97587835788727;129;train
21712281;38.8954;-77.25912;5504;train
22065496;40.861916;-124.09329;3072;train
21428802;42.6934;-87.87559;546;train
20464184;30.40207;-84.237206;396;train
21040579;34.19464;-118.17192;3072;train
21428885;29.887215;-97.93693;5020;train
20237618;31.020336;-97.90772;546;train
20179155;40.066544;-77.19549;4999;train
10331590;49.0460052490234;2.01816248893738;418;train
21309183;35.890896;-78.57714;2524;train
21137078;37.28847;-121.81178;88;train
21852276;41.370674;-88.17466;1047;train
21086799;41.685436;-87.569275;33;train
20471766;37.4575;-122.24659;3034;train
22046435;45.304405;-118.08354;5189;train
21557870;37.92111;-122.043724;3495;train
10785964;42.7527770996094;1.7711111307144198;720;train
20495333;40.481625;-74.433914;1863;train
20436823;35.026894;-118.99574;5073;train
20524311;42.403175;-71.120674;5273;train
20219662;33.79868;-84.310875;653;train
20132943;33.62157;-117.90927;4940;train
20515111;33.023872;-97.145874;5095;train
20560027;34.013653;-91.343925;5189;train
21220014;41.726368;-70.006256;4999;train
20888692;38.81918;-77.03916;246;train
21434553;35.10238;-80.74348;396;train
21370852;30.28996;-97.70578;1916;train
10802384;42.740749359130895;2.89126372337341;1155;train
20342343;45.554672;-122.656715;337;train
10086085;48.40444946289061;2.6860051155090297;605;train
21585019;35.61357;-82.56412;129;train
20194599;41.711708;-71.13578;389;train
20480418;36.859146;-76.03229;5247;train
21580407;28.06094;-82.41537;5053;train
20298247;32.954643;-105.87531;4918;train
21290528;30.354172;-84.02893;869;train
21285226;37.629375;-79.54604;1597;train
20613871;40.308113;-83.72191;1075;train
21572492;45.780926;-111.178925;553;train
21732808;42.25914;-70.87241;2950;train
20611929;38.01574;-77.92089;396;train
20591149;35.1083;-89.82821;5045;train
20925652;42.295124;-71.6259;2200;train
10248755;49.9080467224121;2.3309633731842;720;train
20162856;39.987904;-75.19574;570;train
20085018;37.15415;-76.48441;325;train
21334838;39.32424;-76.62262;679;train
10344248;48.1683502197266;-2.83513998985291;653;train
20672817;40.31275;-74.662575;71;train
20768820;40.480003;-74.43057;2200;train
20287238;32.819126;-117.02193;5;train
20820973;40.992973;-80.39547;1047;train
22037531;40.532665;-79.78209;739;train
20565169;34.895355;-86.44307;246;train
20636310;27.62073;-97.22257;5068;train
20471428;44.93711;-123.02923;2950;train
21220297;27.575787;-99.43247;869;train
21943851;32.959797;-105.78167;2902;train
20889214;28.073317;-82.375435;5200;train
21165602;39.52132;-88.10778;2971;train
10423340;45.898972;6.123837;2902;train
21302167;30.394417;-97.66726;246;train
20955354;39.58051;-83.24957;5421;train
20999254;30.284666;-84.216866;5030;train
20331310;38.638264;-77.10779;5247;train
20894091;42.400272;-71.399414;553;train
21088080;43.039436;-83.60964;5045;train
20174703;40.68382;-74.37269;185;train
20038720;37.02452;-113.367035;4918;train
20436041;29.42343;-98.502525;5192;train
21882311;30.748718;-95.63201;5270;train
21554860;46.61737;-87.46341;774;train
21673968;33.11933;-96.85715;1142;train
20015533;47.668278;-117.40064;5053;train
21456866;40.791878;-73.92301;389;train
20349157;38.917255;-77.27936;5045;train
10379651;43.627262115478494;0.374278336763382;1042;train
20557305;40.722523;-111.86645;5207;train
21584966;44.935333;-123.031715;5053;train
20187630;26.345972;-80.0869;5192;train
21383785;43.20402;-77.46742;223;train
20892780;32.988724;-96.766594;5359;train
20803012;34.127594;-118.21164;5189;train
21630656;39.06311;-88.70721;185;train
10070272;41.8683319091797;8.967222213745119;71;train
20435119;39.45238;-94.349724;83;train
21193468;32.2791;-111.08289;4918;train
10702132;48.837764739990206;2.69920420646667;979;train
21388889;38.552433;-121.62922;3253;train
20342305;39.710243;-104.81293;5086;train
21586642;41.591587;-93.79778;2992;train
21482153;40.322353;-80.06992;389;train
10078471;45.654998779296896;4.7219443321228;125;train
20738032;30.704378;-81.45633;5366;train
10207852;43.372653961181605;-0.542341828346252;739;train
21330273;32.011864;-106.54108;4918;train
22027459;38.99975;-77.03191;553;train
21034940;35.275116;-86.46496;5612;train
20158818;40.94713;-72.25013;1863;train
10363189;49.2352561950684;-0.5182841420173651;1142;train
20629989;33.118652;-96.67376;4936;train
21943193;39.483192;-88.17571;2971;train
10669041;48.9392700195313;4.37846517562866;325;train
20853869;32.96062;-105.926865;4918;train
22019347;32.962242;-105.74052;3034;train
21362443;31.330591;-97.22871;5504;train
10336027;48.10107421875;-1.7915151119232198;1096;train
10596689;43.9177017211914;5.49682521820068;816;train
21390213;39.331722;-81.99809;83;train
21617586;33.023987;-97.14581;5612;train
22013924;39.450047;-76.55077;5612;train
10550302;44.04589;2.156648;2950;train
20184862;31.932394;-106.45028;5086;train
20056583;44.4967;-68.85899;3495;train
20305765;42.313217;-71.03351;3495;train
20768739;40.04198;-83.02851;979;train
20530617;35.620167;-83.40641;3034;train
20240848;40.79215;-75.9735;979;train
20419626;42.51893;-73.788864;1075;train
21724069;40.057438;-75.25634;1042;train
21940132;42.42135;-70.91486;5045;train
21594339;40.641903;-75.38169;125;train
21511853;33.13303;-97.15454;653;train
21264742;28.067131;-97.8798;5068;train
20181903;26.126003;-97.953316;5461;train
20362238;34.767002;-106.760666;2971;train
10801837;45.6376533508301;6.28526782989502;1096;train
21272368;30.577469;-87.828995;5192;train
21793458;27.733587;-82.748245;5200;train
20887923;42.267796;-71.600204;389;train
21795985;34.13476;-118.187836;2950;train
22004286;40.15989;-74.127754;523;train
21701588;39.492943;-88.17648;4999;train
21712291;41.50198;-81.42991;5068;train
10560074;46.4079246520996;3.90063071250916;5;train
20394790;32.088764;-106.29666;4918;train
20375850;38.58956;-92.23298;2992;train
21798863;44.535694;-73.2779;33;train
21092490;37.241222;-121.88456;5073;train
20619636;34.081722;-117.76278;4940;train
21904869;42.971943;-78.95739;5045;train
20102671;39.651836;-76.58039;5612;train
21123271;30.280083;-97.73498;979;train
20860567;38.273247;-85.75889;3495;train
20907308;34.153244;-118.48427;4940;train
10813830;43.5762405395508;5.01064205169678;1041;train
10507689;50.156700134277294;2.95587253570557;68;train
10667418;41.3719444274902;9.22222232818604;1142;train
20397902;30.381317;-91.18987;979;train
20698981;37.911022;-122.38844;5;train
21624309;25.605513;-80.3256;5200;train
21274127;28.506273;-80.98629;5168;train
21189111;32.94156;-105.96956;4918;train
21576220;38.635445;-90.27009;5068;train
10474928;46.5975608825684;0.358291894197464;720;train
21121991;30.476078;-90.0971;2950;train
20910873;30.411802;-97.64876;5168;train
20256579;37.925266;-122.61126;4940;train
20966842;42.39968;-71.1134;3072;train
10536694;49.2363624572754;2.89358901977539;68;train
20972189;33.160717;-117.3542;2971;train
20429699;39.16155;-77.1547;5366;train
21172246;39.74179;-83.82312;1452;train
21426105;40.2953;-82.85019;5352;train
20826911;33.128166;-96.71688;869;train
21241270;32.78389;-117.03904;3253;train
21726468;46.20279;-89.7893;774;train
21458154;38.81689;-89.976494;5068;train
20814258;41.91372;-123.5191;774;train
21742875;36.07317;-79.006546;5504;train
20098164;35.819878;-81.18812;5045;train
10185747;45.499641418457;1.52028667926788;570;train
20401579;32.669968;-97.288605;5045;train
21106163;30.507189;-84.238365;5270;train
21954732;40.783627;-73.93187;653;train
10242288;48.7514801025391;2.30989217758179;440;train
20152865;40.601223;-75.37432;396;train
21791280;33.02779;-95.105316;325;train
20294016;38.859783;-77.213585;223;train
20675104;41.673565;-70.0625;5189;train
21950747;33.87573;-117.88546;5207;train
10451994;43.11698913574221;6.358932971954349;692;train
10473686;49.423191070556605;2.64227938652039;68;train
10769042;43.6100006103516;3.77749991416931;523;train
20941005;39.196136;-94.679214;570;train
21055967;35.096413;-85.25372;396;train
10179806;46.1547355651855;-1.08759832382202;125;train
21328076;30.282429;-97.74;325;train
20924059;31.683908;-106.1674;4918;train
20614777;42.471863;-70.9148;131;train
20823316;32.816917;-116.945724;5086;train
20398502;42.373234;-71.24987;5273;train
10505290;48.053836822509794;7.34131383895874;1047;train
20669230;32.959335;-105.777565;4991;train
20693520;28.570642;-81.541336;2902;train
21342023;30.426483;-91.03914;5504;train
20052619;33.542763;-86.75395;5332;train
21685606;40.791428;-73.92387;720;train
21257328;38.535763;-121.74914;3072;train
20142869;42.534023;-71.4666;720;train
20768763;34.41184;-117.86028;5073;train
20584842;38.33505;-76.94616;389;train
21080889;31.13835;-81.49426;325;train
20045549;40.000343;-74.84002;396;train
20604085;33.883408;-117.88422;5207;train
21398228;30.237059;-97.653915;3072;train
21329092;42.37588;-76.41859;2268;train
20388959;39.363167;-86.15798;720;train
22033859;38.919518;-77.120255;2950;train
21256878;32.632633;-105.69807;5461;train
20533408;43.119038;-72.450905;679;train
20773320;29.499992;-95.15789;115;train
21740063;40.901817;-74.00634;570;train
10121828;48.4759330749512;2.2776691913604705;886;train
10004790;45.7593383789063;4.88390827178955;418;train
21104394;43.105057;-86.25338;224;train
20259385;40.76961;-73.954544;125;train
21657352;30.203295;-95.50793;325;train
20937711;41.61521;-81.49154;2821;train
21761548;38.096046;-76.581825;5068;train
10310524;49.1231384277344;0.674467325210571;886;train
10767252;50.6791648864746;3.0608332157135;68;train
21945706;31.46971;-110.26472;5192;train
21743313;41.789867;-73.725555;5270;train
20007433;40.007114;-121.25084;1155;train
20027896;47.676044;-122.25278;1047;train
21321100;40.793156;-73.952576;5273;train
21537929;37.432457;-122.08669;2902;train
21583598;40.78299;-73.92498;139;train
21165643;32.054493;-96.6056;83;train
21519119;27.71366;-97.32539;5855;train
21095897;26.080091;-97.16766;5068;train
20597476;31.121096;-97.40411;816;train
20568968;40.784443;-73.926025;139;train
22036093;40.101994;-87.777115;5045;train
20932502;38.213715;-85.72717;979;train
21069723;30.436234;-84.285835;5095;train
20413859;33.159874;-96.61926;5192;train
21031760;39.543262;-75.96307;129;train
20797015;44.123604;-76.19033;2268;train
10160479;49.34590911865229;-0.6914467811584469;1142;train
21441316;32.88087;-117.212296;2950;train
10468110;48.608707427978494;2.29717993736267;979;train
20340107;41.46517;-122.46552;5025;train
20987825;38.805283;-77.145706;605;train
10057845;48.068733215332;0.5149443149566649;523;train
21745930;35.889748;-79.04493;5359;train
21029597;44.37717;-73.16211;68;train
20017744;35.142803;-89.86935;5228;train
21891276;35.62405;-77.365166;5068;train
20734341;42.308395;-71.09279;5095;train
21919387;40.58644;-105.075195;5073;train
21617224;34.086094;-93.708755;5366;train
20422292;39.645836;-79.98236;2268;train
21189076;42.38164;-71.25506;1075;train
20214011;44.063244;-92.51928;2902;train
21418834;33.259018;-96.65545;692;train
10560805;42.9281730651856;1.853724360466;5;train
21769542;44.9372;-123.0303;5053;train
21101449;37.799057;-122.467735;5086;train
21992184;40.07309;-75.72535;224;train
10528351;48.283077239990206;4.085436344146729;440;train
21018672;29.883018;-97.955925;5366;train
20444013;30.287222;-97.74323;5192;train
20865952;38.694687;-119.765785;546;train
21601624;34.031475;-118.8413;2902;train
20179007;35.99235;-78.94517;5366;train
21542787;39.470142;-87.399734;5207;train
10574881;48.7852096557617;2.48492455482483;125;train
10729703;43.412418365478494;4.9880518913269;979;train
21519514;34.77128;-87.47622;5192;train
20577600;37.243107;-121.76453;3072;train
20224828;40.0567;-75.20301;396;train
21524912;33.775677;-84.32443;1916;train
20060247;33.601295;-117.65308;185;train
21240839;36.154556;-97.07501;1096;train
20246236;38.147335;-84.685616;5273;train
21539249;32.928967;-96.854225;5030;train
21002038;34.4614;-120.029396;4940;train
21365930;34.4363;-119.6948;5192;train
10543936;46.9018440246582;-1.64417028427124;979;train
21865449;46.698128;-94.030785;774;train
21494315;30.685938;-97.64363;816;train
20196376;42.345963;-71.11125;2200;train
21369107;34.387802;-119.502884;4999;train
20742367;34.15161;-80.88312;2902;train
21373985;34.59344;-85.25358;389;train
20718251;40.794373;-73.95173;4999;train
20362153;39.013676;-77.97281;125;train
21749780;39.156097;-77.97718;5095;train
21923854;32.71327;-97.36524;5168;train
10596621;49.1483306884766;3.98205471038818;139;train
20749302;40.604137;-79.66003;720;train
21026445;30.29649;-97.70484;5855;train
21388452;32.58691;-105.532234;4991;train
20735842;32.72776;-97.39815;2902;train
21695821;28.065231;-82.410706;5200;train
20451614;38.636154;-90.32429;5045;train
20155705;38.60275;-121.57942;5192;train
20505635;36.955807;-121.73657;3072;train
20128743;30.42829;-91.166046;5095;train
21488817;30.512938;-97.68969;5045;train
20400152;39.119957;-76.737885;679;train
10794905;43.4086112976074;-1.62194442749023;185;train
20403696;35.27353;-82.30914;2950;train
10242662;49.238101959228494;2.12535500526428;224;train
10178500;43.17366027832029;6.529320240020749;687;train
20626048;32.81775;-105.83341;4991;train
20958480;32.889416;-97.22624;5270;train
20350904;35.16454;-93.60202;1863;train
21172850;38.595066;-121.654785;5068;train
21304829;45.56196;-122.65577;2225;train
21885383;35.870083;-89.1011;5020;train
21255240;36.03546;-79.04773;125;train
20410059;38.919315;-77.121025;1452;train
10065089;48.246337;3.428456;2950;train
10006881;46.8667678833008;5.28531885147095;139;train
20976497;34.105526;-118.243286;3072;train
20985698;32.77253;-116.916725;5192;train
20425550;38.408253;-82.45789;5332;train
20835895;32.959167;-105.86639;4918;train
21357106;34.43335;-119.7144;5189;train
10202005;47.7698974609375;2.37425327301025;33;train
20909424;39.423443;-75.748375;5421;train
20644037;37.32115;-121.85688;5207;train
20516976;41.75466;-86.52202;679;train
21941930;33.16083;-80.43173;3253;train
21282348;39.458645;-88.142395;2992;train
10398015;48.4111747741699;-1.36840665340424;440;train
20071172;33.370197;-116.42322;5352;train
21104419;44.71317;-73.331535;3034;train
20634387;46.795654;-89.62307;1597;train
10048721;44.0837898254395;1.61692762374878;605;train
10385816;48.7402687072754;2.3524930477142303;418;train
22032941;40.772346;-73.94962;139;train
20227923;42.87434;-72.815956;774;train
10087702;49.1753959655762;3.12434315681458;418;train
21093478;35.2614;-79.36674;2076;train
10671069;50.70771408081061;3.1124861240387003;886;train
21492891;40.86658;-73.87772;5053;train
20625440;38.907993;-77.115456;1452;train
21551159;40.8982;-72.797905;3495;train
20998382;35.412495;-80.57109;129;train
10478446;49.5203247070313;3.3207094669342;523;train
20298143;28.935013;-95.413315;692;train
20627672;37.304817;-122.07269;886;train
10511384;45.14157485961911;4.73017168045044;33;train
10664432;43.5099487304688;-0.7622486352920529;185;train
21647467;44.935802;-123.031136;2902;train
21858186;42.26619;-83.72177;396;train
20538857;30.296553;-97.70495;5192;train
20169865;31.96736;-102.11974;5228;train
20192220;25.760824;-80.26847;5200;train
20091012;36.493977;-121.17352;246;train
20378683;33.07032;-116.54562;33;train
21743314;26.282835;-80.241394;325;train
21149098;40.059235;-82.987854;2992;train
20438803;36.52139;-87.303535;1863;train
20596183;42.27219;-83.73068;1155;train
22009997;28.063692;-82.417885;5200;train
21784262;28.418905;-81.58354;2902;train
20211364;32.75722;-97.138794;2902;train
21867659;42.39689;-71.398766;1075;train
20740671;41.705082;-86.05316;5095;train
21372595;27.709166;-97.36805;5855;train
22043154;40.028786;-83.09245;2196;train
20099140;44.107;-72.88863;739;train
21241112;40.69696;-73.99832;553;train
21847944;33.07859;-117.06155;4940;train
20794237;41.10047;-80.67599;5273;train
20210929;43.062153;-89.4111;131;train
20530064;39.281223;-76.59298;2902;train
21532778;33.68541;-117.829056;3253;train
20787462;34.12058;-118.11985;5207;train
21234913;37.18922;-93.27978;2076;train
10002444;48.698890686035206;-1.85527777671814;88;train
20680863;40.547123;-75.476074;396;train
21077771;46.785038;-110.460785;1047;train
21382486;33.907593;-106.79441;4918;train
21355218;32.76775;-97.255806;5228;train
20965099;32.906914;-105.75184;4991;train
10433620;43.125602722168;5.978646755218509;1155;train
21811649;29.546276;-98.54634;2524;train
21217765;37.48129;-122.152626;1047;train
21571071;33.44826;-96.70981;692;train
20657456;40.635605;-75.388695;2268;train
21566162;35.305202;-80.73373;5168;train
21860518;42.4559;-71.124245;2902;train
21355721;37.840794;-122.314064;5;train
21168718;34.140285;-118.16616;3072;train
21859391;34.02006;-118.35906;5207;train
21456663;40.663746;-74.56618;185;train
20013290;40.741127;-82.36022;2971;train
20283262;38.66988;-77.62824;2196;train
20303012;30.890108;-84.28905;2071;train
20944950;32.74834;-97.3512;3495;train
20069262;39.97944;-75.15657;5053;train
21741515;29.750765;-95.63706;3072;train
10653411;43.6560211181641;3.93451118469238;246;train
10046994;48.822208404540994;-3.51049280166626;774;train
20801746;30.103634;-98.42628;5612;train
20298255;28.307243;-96.80385;5020;train
21694754;34.203644;-118.44593;5073;train
20301438;33.739376;-96.76329;5068;train
20730497;30.275854;-98.41253;5207;train
20942438;38.91733;-77.27919;2950;train
20861418;41.92596;-73.96252;5045;train
22064451;32.82433;-117.05428;2971;train
10098456;48.4654121398926;7.47921895980835;125;train
20578041;45.531563;-93.85534;5273;train
21575799;37.790527;-88.688545;1155;train
21391077;39.4704;-87.40004;5045;train
10634402;43.50004577636721;-1.18409883975983;129;train
21842016;40.029205;-111.726234;979;train
21128675;45.4215;-93.18834;5366;train
20297343;42.722225;-71.60674;389;train
20078727;31.615965;-94.64335;5095;train
21769997;39.32492;-82.34895;5421;train
20040519;42.38316;-71.09811;5273;train
21434519;39.240227;-82.18359;1863;train
20973092;37.334347;-121.89886;3495;train
20813843;40.33093;-74.75761;5359;train
10030306;43.4424057006836;5.42023038864136;185;train
21154696;31.592442;-95.57397;1452;train
21818451;40.31001;-105.07387;3034;train
21689744;30.141647;-97.28159;115;train
21824265;40.73113;-73.99837;5053;train
21863765;41.38704;-82.22614;1075;train
21111533;40.552937;-79.70623;1916;train
10485403;45.726169586181605;3.2027499675750697;440;train
21300119;43.034454;-76.13637;5053;train
10551327;47.292293548584006;-1.38862788677216;570;train
10641126;48.84341430664061;2.36094641685486;440;train
21460741;37.57789;-122.05745;5068;train
20997324;39.023697;-77.156334;2196;train
20472632;28.715038;-82.5831;5068;train
20706204;38.854656;-77.35261;1096;train
20718064;33.448193;-96.709;1142;train
